Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Has_Critic_Score,Has_User_Score,Platform_Launch_Year,Generation,Franchise,Is_Sequel,Years_After_Launch,Life_Cycle,Calculated_Global_Sales
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0.0,0.02,0.59,90.0,31.0,8.5,19.0,EA Sports,E,85.0,1,1,2001,6.0,MVP Baseball,0,3,Growth,0.5900000000000001
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62.0,11.0,7.3,22.0,Traveller's Tales,E,73.0,1,1,2001,6.0,Crash Bandicoot,0,1,Launch,0.6000000000000001
Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0.0,0.01,0.59,,,,,Unknown,Unknown,,0,0,1977,2.0,Smurf,0,4,Growth,0.5900000000000001
Beijing 2008,X360,2008,Sports,Sega,0.15,0.38,0.0,0.07,0.59,,,,,Unknown,Unknown,,0,0,2005,7.0,Beijing,0,3,Growth,0.6000000000000001
Pokemon Trozei!,DS,2005,Puzzle,Nintendo,0.25,0.0,0.31,0.02,0.59,,,,,Unknown,Unknown,,0,0,2004,0.0,Pokemon Trozei!,0,1,Launch,0.5800000000000001
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.32,0.22,0.0,0.05,0.59,72.0,18.0,5.7,75.0,Yuke's,T,57.0,1,1,2013,8.0,WWE 2K16,0,2,Launch,0.5900000000000001
Extreme-G,N64,1997,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59,,,,,Unknown,Unknown,,0,0,1996,5.0,Extreme-G,0,1,Launch,0.59
Ready 2 Rumble Boxing,N64,1999,Sports,Midway Games,0.47,0.11,0.0,0.01,0.59,,,,,Unknown,Unknown,,0,0,1996,5.0,Ready 2 Rumble Boxing,0,3,Growth,0.59
Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0,Ubisoft Montreal,M,82.0,1,1,1981,0.0,Assassin's Creed,0,30,Late,0.59
Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0.0,0.0,0.04,0.59,,,,,Unknown,Unknown,,0,0,2004,0.0,Spelling Challenges and more!,0,3,Growth,0.5800000000000001
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73.0,42.0,7.8,47.0,Team Ninja,M,78.0,1,1,2001,6.0,Dead or Alive Xtreme Beach Volleyball,0,2,Launch,0.6000000000000001
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59,,,,,Unknown,Unknown,,0,0,2000,6.0,Tales of Rebirth,0,4,Growth,0.59
Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,Climax Group,M,68.0,1,1,2000,6.0,Silent Hill,0,10,Late,0.59
Disney Sing It: Family Hits,Wii,2010,Misc,Disney Interactive Studios,0.38,0.17,0.0,0.05,0.59,,,,,Disney Interactive Studios,E,,0,0,2006,7.0,Disney Sing It,0,4,Growth,0.6000000000000001
Blur,X360,2010,Racing,Activision,0.25,0.27,0.0,0.06,0.59,82.0,78.0,8.3,169.0,Bizarre Creations,E10+,83.0,1,1,2005,7.0,Blur,0,5,Growth,0.5800000000000001
Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,0.33,0.22,0.0,0.04,0.59,,,,,Unknown,Unknown,,0,0,1994,5.0,Barbie,0,5,Growth,0.5900000000000001
Kane & Lynch 2: Dog Days,PS3,2010,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,,Unknown,Unknown,,0,0,2006,7.0,Kane & Lynch,0,4,Growth,0.5900000000000001
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0,Gameloft,E,75.0,1,1,2004,0.0,Asphalt,0,0,Launch,0.5900000000000001
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,0.29,0.22,0.0,0.08,0.59,81.0,26.0,9.0,20.0,Atomic Planet Entertainment,E,90.0,1,1,2000,6.0,Mega Man Anniversary,0,4,Growth,0.59
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,5.0,5.9,242.0,Kojima Productions,M,59.0,1,1,2006,7.0,Metal Gear Solid,0,8,Mature,0.5800000000000001
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81.0,25.0,9.6,116.0,TOSE,E,96.0,1,1,2001,6.0,Harvest Moon,0,2,Launch,0.5900000000000001
Backyard NBA Basketball,PS2,2003,Sports,Atari,0.29,0.22,0.0,0.07,0.59,,,,,Unknown,Unknown,,0,0,2000,6.0,Backyard NBA Basketball,0,3,Growth,0.5800000000000001
Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.13,0.0,0.1,0.59,,,7.7,12.0,Monkey Bar Games,E10+,77.0,0,1,2004,7.0,Ben,0,4,Growth,0.58
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal,T,78.0,1,1,2005,7.0,Naruto,0,3,Growth,0.5800000000000001
Kirby's Dream Course,SNES,1994,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59,,,,,Unknown,Unknown,,0,0,1990,4.0,Kirby's Dream Course,0,4,Growth,0.59
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,Intelligent Systems,E,87.0,1,1,2004,0.0,WarioWare D.I.Y.,0,5,Growth,0.5900000000000001
Iron Man,Wii,2008,Action,Sega,0.3,0.22,0.0,0.06,0.59,44.0,14.0,7.0,8.0,Artificial Mind and Movement,T,70.0,1,1,2006,7.0,Iron Man,0,2,Launch,0.5800000000000001
The Fight: Lights Out,PS3,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0.0,0.09,0.59,48.0,39.0,7.5,77.0,Coldwood Interactive,T,75.0,1,1,2006,7.0,The Fight,0,4,Growth,0.59
Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,30.0,5.1,38.0,"Valuewave Co.,Ltd.",E,51.0,1,1,2000,6.0,Mega Man X7,0,3,Growth,0.5900000000000001
Deus Ex: Human Revolution,PC,2011,Shooter,Square Enix,0.25,0.25,0.0,0.08,0.58,90.0,52.0,8.5,3069.0,Nixxes Software,M,85.0,1,1,1981,0.0,Deus Ex,0,30,Late,0.58
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,0.29,0.22,0.0,0.07,0.58,,,,,Incinerator Games,E,,0,0,2000,6.0,SpongeBob SquarePants featuring Nicktoons,0,8,Mature,0.5800000000000001
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67.0,34.0,7.7,47.0,TOSE,E10+,77.0,1,1,2004,7.0,Final Fantasy Anniversary,0,3,Growth,0.5800000000000001
LEGO Indiana Jones 2: The Adventure Continues,PSP,2009,Action,Activision,0.21,0.23,0.0,0.14,0.58,,,,,Traveller's Tales,E10+,,0,0,2004,7.0,LEGO Indiana Jones,0,5,Growth,0.5800000000000001
SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,56.0,6.2,124.0,Project Soul,T,62.0,1,1,2005,7.0,SoulCalibur,1,7,Mature,0.5800000000000001
Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Tokimeki Memorial,0,1,Launch,0.5900000000000001
Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Diablo,0,3,Growth,0.5900000000000001
Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58,,,,,Unknown,Unknown,,0,0,1977,2.0,Q*bert,0,5,Growth,0.5900000000000001
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58.0,23.0,8.0,35.0,Square Enix,E10+,80.0,1,1,2000,6.0,Romancing SaGa,0,5,Growth,0.58
Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal,T,64.0,1,1,2005,7.0,Lost,0,3,Growth,0.5900000000000001
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development,E,57.0,1,1,2006,7.0,Top Spin,1,2,Launch,0.5900000000000001
Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,0.36,0.17,0.0,0.05,0.58,33.0,6.0,3.7,9.0,Farsight Studios,E,37.0,1,1,2005,7.0,Game Party in Motion,0,5,Growth,0.5800000000000001
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0.0,0.08,0.58,73.0,35.0,8.2,60.0,EA Games,T,82.0,1,1,2000,6.0,The Lord of the Rings,0,4,Growth,0.59
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,n-Space,T,60.0,1,1,2004,0.0,Call of Duty,0,6,Mature,0.5800000000000001
Disney Sing It! High School Musical 3: Senior Year,Wii,2008,Misc,Disney Interactive Studios,0.31,0.23,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,2006,7.0,Disney Sing It! High School Musical,0,2,Launch,0.5800000000000001
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,81.0,20.0,7.3,25.0,EA Tiburon,E,73.0,1,1,2006,7.0,NCAA Football,0,2,Launch,0.5800000000000001
Sonic & All-Stars Racing Transformed,X360,2012,Racing,Sega,0.2,0.33,0.0,0.05,0.58,,,,,Unknown,Unknown,,0,0,2005,7.0,Sonic & All-Stars Racing Transformed,0,7,Mature,0.5800000000000001
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,90.0,30.0,7.8,87.0,SCEA San Diego Studios,E,78.0,1,1,2006,7.0,MLB,0,5,Growth,0.5800000000000001
Jeopardy!,Wii,2010,Misc,THQ,0.55,0.0,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,2006,7.0,Jeopardy!,0,4,Growth,0.5900000000000001
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.38,0.15,0.0,0.05,0.58,,,,,Unknown,Unknown,,0,0,2005,7.0,Transformers,0,5,Growth,0.5800000000000001
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0,Asobo Studio,E,51.0,1,1,2005,7.0,Kinect Rush,0,7,Mature,0.5800000000000001
Sammy Sosa High Heat Baseball 2001,PS,2000,Sports,3DO,0.32,0.22,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Sammy Sosa High Heat Baseball,0,6,Mature,0.5800000000000001
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0.15,0.0,0.05,0.58,89.0,7.0,6.0,96.0,Vicarious Visions,E10+,60.0,1,1,2012,8.0,Skylanders SWAP Force,0,1,Launch,0.5800000000000001
Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0.0,0.07,0.58,38.0,21.0,6.3,23.0,Black Ops Entertainment,T,63.0,1,1,2000,6.0,Terminator,0,3,Growth,0.5700000000000001
Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.7,6.0,Beenox,T,77.0,1,1,2006,7.0,Guitar Hero,0,3,Growth,0.5800000000000001
Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,Ubisoft Romania,T,73.0,1,1,2005,7.0,Tom Clancy's HAWX,0,4,Growth,0.5800000000000001
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70.0,51.0,7.9,181.0,Spicy Horse,M,79.0,1,1,2006,7.0,Alice,0,5,Growth,0.58
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,48.0,8.3,251.0,Atlus,M,83.0,1,1,2011,8.0,Shin Megami Tensei,1,2,Launch,0.5800000000000001
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,84.0,46.0,7.8,67.0,"Kush Games, Visual Concepts",E,78.0,1,1,2005,7.0,NBA 2K7,0,1,Launch,0.5700000000000001
International Superstar Soccer '98,N64,1998,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,,,,,Unknown,Unknown,,0,0,1996,5.0,International Superstar Soccer '98,0,2,Launch,0.5800000000000001
FIFA: Road to  World Cup 98,N64,1997,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58,,,,,Unknown,Unknown,,0,0,1996,5.0,FIFA,0,1,Launch,0.5700000000000001
World Cup 98,N64,1998,Sports,Electronic Arts,0.14,0.4,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,1996,5.0,World Cup,0,2,Launch,0.5800000000000001
NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.15,0.0,0.07,0.58,86.0,33.0,7.5,52.0,Electronic Arts,E10+,75.0,1,1,2006,7.0,NHL,0,5,Growth,0.5800000000000001
Unreal Tournament,PS2,2000,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77.0,23.0,6.8,13.0,Epic Games,M,68.0,1,1,2000,6.0,Unreal Tournament,0,0,Launch,0.5700000000000001
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58,42.0,5.0,7.6,47.0,Bandai,E,76.0,1,1,1994,5.0,Digimon World,1,6,Mature,0.5900000000000001
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Tales of Phantasia,0,4,Growth,0.5800000000000001
Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58,85.0,46.0,8.4,28.0,Ubisoft,M,84.0,1,1,2001,6.0,Prince of Persia,0,4,Growth,0.5800000000000001
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07,0.58,,,,,Unknown,Unknown,,0,0,2000,6.0,Xenosaga Episode,0,4,Growth,0.5700000000000001
Gex: Enter the Gecko,PS,1998,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Gex,0,4,Growth,0.5800000000000001
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,0.42,0.15,0.0,0.01,0.58,,,,,Unknown,Unknown,,0,0,2001,6.0,Shrek,0,3,Growth,0.58
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.58,,,7.6,5.0,Exient Entertainment,E,76.0,0,1,2004,0.0,FIFA Soccer,0,5,Growth,0.5800000000000001
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71.0,53.0,8.3,55.0,CyberConnect2,T,83.0,1,1,2006,7.0,JoJo's Bizarre Adventure,0,7,Mature,0.5800000000000001
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78.0,33.0,6.6,25.0,KCET,T,66.0,1,1,2000,6.0,Contra,0,2,Launch,0.5700000000000001
Championship Motocross featuring Ricky Carmichael,PS,1998,Racing,THQ,0.32,0.22,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,1994,5.0,Championship Motocross featuring Ricky Carmichael,0,4,Growth,0.5800000000000001
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58,,,,,Unknown,Unknown,,0,0,1990,4.0,Dragon Ball Z,0,2,Launch,0.58
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software,E10+,71.0,1,1,2004,0.0,Final Fantasy,0,5,Growth,0.5800000000000001
Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.34,0.0,0.1,0.58,91.0,23.0,8.7,310.0,Ubisoft Montpellier,E10+,87.0,1,1,2006,7.0,Rayman Legends,0,7,Mature,0.5800000000000001
Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,0.0,0.0,0.58,0.0,0.58,,,,,Unknown,Unknown,,0,0,1990,4.0,Fire Emblem,0,6,Mature,0.58
FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.2,79.0,Electronic Arts,E,72.0,1,1,2011,8.0,FIFA Soccer,0,1,Launch,0.58
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0.0,0.04,0.58,77.0,14.0,8.7,32.0,Acquire,M,87.0,1,1,1994,5.0,Tenchu,0,6,Mature,0.5800000000000001
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,8.6,21.0,Neversoft Entertainment,T,86.0,1,1,2001,6.0,Tony Hawk's Pro Skater,1,1,Launch,0.5900000000000001
Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.52,0.02,0.0,0.04,0.58,,,,,Unknown,Unknown,,0,0,2006,7.0,Go Diego Go! Great Dinosaur Rescue,0,2,Launch,0.5800000000000001
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,T,69.0,1,1,2000,6.0,Naruto,1,6,Mature,0.5700000000000001
NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58,78.0,27.0,8.5,29.0,EA Canada,E10+,85.0,1,1,2000,6.0,NHL,0,5,Growth,0.58
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0.0,0.04,0.58,79.0,14.0,9.0,77.0,SquareSoft,M,90.0,1,1,1994,5.0,Parasite Eve,1,5,Growth,0.5800000000000001
NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0.0,0.0,0.58,,,,,Unknown,Unknown,,0,0,1996,5.0,NFL Blitz,0,3,Growth,0.5700000000000001
Skate it,Wii,2008,Sports,Electronic Arts,0.5,0.03,0.0,0.04,0.58,70.0,37.0,8.4,25.0,Electronic Arts,E,84.0,1,1,2006,7.0,Skate it,0,2,Launch,0.5700000000000001
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34.0,Konami,E,78.0,0,1,2006,7.0,Pro Evolution Soccer,0,8,Mature,0.5800000000000001
London 2012: The Official Video Game of the Olympic Games,X360,2012,Sports,Sega,0.07,0.44,0.0,0.07,0.58,,,,,Unknown,Unknown,,0,0,2005,7.0,London,0,7,Mature,0.5800000000000001
NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58,,,,,EA Tiburon,E,,0,0,2000,6.0,NCAA Football,0,9,Late,0.5700000000000001
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0.0,0.05,0.57,76.0,4.0,8.3,6.0,High Impact Games,E10+,83.0,1,1,2006,7.0,Phineas and Ferb,0,5,Growth,0.5800000000000001
Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,,,,,Unknown,Unknown,,0,0,1994,5.0,Theme Park,0,0,Launch,0.5700000000000001
Far Cry Instincts,XB,2005,Shooter,Ubisoft,0.32,0.24,0.0,0.02,0.57,85.0,56.0,5.7,73.0,Ubisoft Montreal,M,57.0,1,1,2001,6.0,Far Cry Instincts,0,4,Growth,0.5800000000000001
Hasbro Family Game Night,PS2,2008,Puzzle,Electronic Arts,0.28,0.22,0.0,0.07,0.57,,,,,EA Bright Light,E,,0,0,2000,6.0,Hasbro Family Game Night,0,8,Mature,0.5700000000000001
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85.0,13.0,8.8,4.0,Vicarious Visions,E,88.0,1,1,2001,6.0,Tony Hawk's Pro Skater,1,1,Launch,0.57
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57,63.0,32.0,7.8,16.0,Climax Group,E,78.0,1,1,2004,7.0,ATV Offroad Fury,0,1,Launch,0.5700000000000001
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0.0,0.0,0.57,0.0,0.57,78.0,22.0,8.4,109.0,Namco,T,84.0,1,1,2000,6.0,Tales of the Abyss,0,5,Growth,0.57
Payday 2,X360,2013,Shooter,505 Games,0.33,0.19,0.0,0.05,0.57,75.0,18.0,6.3,203.0,Overkill Software,M,63.0,1,1,2005,7.0,Payday,1,8,Mature,0.5700000000000001
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.57,,,,,Unknown,Unknown,,0,0,1994,5.0,Mobile Suit Gundam,0,6,Mature,0.5800000000000001
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.22,0.0,0.06,0.57,62.0,48.0,6.1,65.0,Midway Studios - Austin,T,61.0,1,1,2005,7.0,Blacksite,0,2,Launch,0.5700000000000001
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,Vicarious Visions,E,70.0,1,1,2001,6.0,Spyro Orange,0,3,Growth,0.57
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.23,0.0,0.1,0.57,89.0,20.0,8.2,296.0,Firaxis Games,M,82.0,1,1,2006,7.0,XCOM,0,6,Mature,0.57
Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.52,0.01,0.0,0.04,0.57,,,,,Ubisoft,E,,0,0,2006,7.0,Petz Dogz,1,1,Launch,0.5700000000000001
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57,,,,,Unknown,Unknown,,0,0,1994,5.0,Beyond The Beyond,0,1,Launch,0.5800000000000001
Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0.0,0.33,0.57,,,5.3,6.0,Monkey Bar Games,E10+,53.0,0,1,2000,6.0,Ben,0,8,Mature,0.5700000000000001
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.57,82.0,8.0,4.9,62.0,Vicarious Visions,E10+,49.0,1,1,2011,8.0,Skylanders,0,0,Launch,0.5700000000000001
Cabela's Dangerous Hunts 2011,Wii,2010,Sports,Activision,0.52,0.02,0.0,0.04,0.57,,,,,Activision,T,,0,0,2006,7.0,Cabela's Dangerous Hunts,0,4,Growth,0.5800000000000001
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0.0,0.38,0.57,81.0,31.0,8.0,72.0,The Sims Studio,T,80.0,1,1,1981,0.0,The Sims,0,28,Late,0.58
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86.0,21.0,8.5,11.0,EA Sports,E,85.0,1,1,2001,6.0,Madden NFL,0,4,Growth,0.5700000000000001
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.24,0.0,0.31,0.02,0.57,,,,,Unknown,Unknown,,0,0,2004,0.0,Mega Man Star Force,0,3,Growth,0.5700000000000001
Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8.0,261.0,Respawn Entertainment,M,80.0,1,1,2013,8.0,Titanfall,1,3,Growth,0.5700000000000001
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87.0,50.0,8.4,112.0,Arc System Works,T,84.0,1,1,2006,7.0,BlazBlue,0,3,Growth,0.5800000000000001
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.5,0.03,0.0,0.05,0.57,,,,,Unknown,Unknown,,0,0,2006,7.0,Transformers,0,1,Launch,0.5800000000000001
Iron Man,X360,2008,Action,Sega,0.27,0.24,0.0,0.06,0.57,45.0,43.0,5.9,52.0,Secret Level,T,59.0,1,1,2005,7.0,Iron Man,0,3,Growth,0.5700000000000001
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57,73.0,27.0,7.9,27.0,CyberConnect2,T,79.0,1,1,2000,6.0,Naruto,1,4,Growth,0.57
The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0.0,0.0,0.57,0.0,0.57,,,,,Unknown,Unknown,,0,0,1983,3.0,The Mysterious Murasame Castle,0,3,Growth,0.57
NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57,,,,,Unknown,Unknown,,0,0,1996,5.0,NBA Hangtime,0,1,Launch,0.5599999999999999
NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.57,88.0,35.0,7.9,40.0,EA Canada,E10+,79.0,1,1,2006,7.0,NHL,0,3,Growth,0.5700000000000001
Zumba Fitness,PS3,2010,Sports,505 Games,0.28,0.21,0.0,0.08,0.57,,,3.8,4.0,"Pipeworks Software, Inc.",E,38.0,0,1,2006,7.0,Zumba Fitness,0,4,Growth,0.57
Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.08,0.0,0.05,0.57,91.0,34.0,8.0,95.0,Harmonix Music Systems,T,80.0,1,1,2006,7.0,Rock Band,1,4,Growth,0.56
Blood Wake,XB,2001,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,71.0,30.0,7.5,13.0,Stormfront Studios,T,75.0,1,1,2001,6.0,Blood Wake,0,0,Launch,0.5700000000000001
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,Omega Force,T,91.0,1,1,2000,6.0,Dynasty Warriors,0,5,Growth,0.5700000000000001
Rapala: We Fish,Wii,2009,Sports,Activision,0.52,0.01,0.0,0.04,0.57,,,,,Activision,E,,0,0,2006,7.0,Rapala,0,3,Growth,0.5700000000000001
Harvest Moon: Sunshine Islands,DS,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.57,,,,,Unknown,Unknown,,0,0,2004,0.0,Harvest Moon,0,4,Growth,0.5800000000000001
